B,S,p,nu,Q,aQB,mAQ,term
200,10,3,1,3,28599,1281,30011.890502
200,10,3,2,9,9666,411,10167.656732
200,10,3,3,27,3359,123,3555.109366
200,10,3,4,81,1254,23,1352.391727
200,10,3,5,243,497,-20,567.982553
200,10,3,6,729,400,-20,461.417161
200,10,5,1,5,17240,759,26525.146235
200,10,5,2,25,3608,130,5597.625059
200,10,5,3,125,902,10,1435.618618
200,10,5,4,625,400,-20,675.963923
200,10,7,1,7,12371,535,23031.792524
200,10,7,2,49,1934,54,3658.311080
200,10,7,3,343,483,-10,959.333703
200,10,11,1,11,7946,331,18259.972502
200,10,11,2,121,926,10,2196.472070
200,10,13,1,13,6755,277,16615.741938
200,10,13,2,169,701,0,1798.029500
200,10,17,1,17,5212,203,14191.565640
200,10,17,2,289,537,-10,1549.767699
200,10,19,1,19,4687,185,13255.864284
200,10,19,2,361,465,-10,1398.608515
200,10,23,1,23,3901,143,11783.187263
200,10,23,2,529,400,-20,1316.907571
200,10,29,1,29,3137,108,10199.539069
200,10,29,2,841,386,0,1299.776190
200,10,31,1,31,2956,106,9786.863533
200,10,31,2,961,266,0,913.440596
200,10,37,1,37,2501,80,8742.032267
200,10,41,1,41,2275,65,8206.994267
200,10,43,1,43,2185,65,7973.744245
200,10,47,1,47,2012,60,7515.488119
200,10,53,1,53,1796,40,6971.832600
200,10,59,1,59,1639,40,6519.982373
200,10,61,1,61,1597,40,6400.630607
200,10,67,1,67,1471,37,6029.529216
200,10,71,1,71,1387,20,5827.083392
200,10,73,1,73,1359,20,5744.925192
200,10,79,1,79,1293,30,5518.612638
200,10,83,1,83,1222,20,5311.446411
200,10,89,1,89,1162,20,5126.022734
200,10,97,1,97,1070,20,4803.446527
200,10,101,1,101,1042,14,4744.343891
200,10,103,1,103,1022,4,4718.154110
200,10,107,1,107,982,0,4588.717915
200,10,109,1,109,962,0,4513.076663
200,10,113,1,113,938,0,4434.289774
200,10,127,1,127,890,10,4262.884636
200,10,131,1,131,866,10,4173.168909
200,10,137,1,137,815,-2,4019.624416
200,10,139,1,139,809,0,3991.989412
200,10,149,1,149,779,0,3898.074172
200,10,151,1,151,773,0,3878.357314
200,10,157,1,157,755,0,3817.465583
200,10,163,1,163,737,0,3754.093898
200,10,167,1,167,717,0,3669.601564
200,10,173,1,173,669,0,3447.552077
200,10,179,1,179,647,0,3356.238616
200,10,181,1,181,645,0,3353.030585
200,10,191,1,191,635,0,3335.193627
200,10,193,1,193,633,0,3331.282890
200,10,197,1,197,629,0,3323.135145
200,10,199,1,199,627,0,3318.902125
200,10,211,1,211,593,-20,3280.689036
200,10,223,1,223,557,-20,3119.938112
200,10,227,1,227,545,-20,3065.096760
200,10,229,1,229,539,-20,3037.450600
200,10,233,1,233,527,-20,2981.718034
200,10,239,1,239,509,-20,2897.049219
200,10,241,1,241,503,-20,2868.548796
200,10,251,1,251,501,-20,2878.760981
200,10,257,1,257,513,-20,2957.657553
200,10,263,1,263,525,-20,3036.823948
200,10,269,1,269,537,-20,3116.254238
200,10,271,1,271,541,-17,3125.982302
200,10,277,1,277,549,-10,3143.825786
200,10,281,1,281,545,-10,3129.286841
200,10,283,1,283,543,-10,3121.932134
200,10,293,1,293,533,-10,3084.333727
200,10,307,1,307,519,-10,3029.502458
200,10,311,1,311,515,-10,3013.391279
200,10,313,1,313,513,-10,3005.264269
200,10,317,1,317,509,-10,2988.870021
200,10,331,1,331,495,-10,2930.069780
200,10,337,1,337,489,-10,2904.221382
200,10,347,1,347,479,-10,2860.319817
200,10,349,1,349,477,-10,2851.420026
200,10,353,1,353,473,-10,2833.504071
200,10,359,1,359,467,-10,2806.344779
200,10,367,1,367,459,-10,2769.614707
200,10,373,1,373,453,-10,2741.690808
200,10,379,1,379,447,-10,2713.454046
200,10,383,1,383,443,-10,2694.459850
200,10,389,1,389,437,-10,2665.719967
200,10,397,1,397,429,-10,2626.948027
200,10,401,1,401,424,-11,2607.373221
200,10,409,1,409,400,-23,2543.801511
200,10,419,1,419,400,-20,2535.905786
200,10,421,1,421,400,-20,2537.905790
200,10,431,1,431,400,-20,2547.765398
200,10,433,1,433,400,-20,2549.709846
200,10,439,1,439,400,-20,2555.489753
200,10,443,1,443,400,-20,2559.299303
200,10,449,1,449,400,-20,2564.949613
200,10,457,1,457,400,-20,2572.367024
200,10,461,1,461,400,-20,2576.027178
200,10,463,1,463,400,-20,2577.845363
200,10,467,1,467,400,-20,2581.458288
200,10,479,1,479,400,-20,2592.114251
200,10,487,1,487,400,-20,2599.070932
200,10,491,1,491,400,-20,2602.506534
200,10,499,1,499,400,-20,2609.294560
200,10,503,1,503,400,-20,2612.647871
200,10,509,1,509,400,-20,2617.628167
200,10,521,1,521,400,-20,2627.415018
200,10,523,1,523,400,-20,2629.024215
200,10,541,1,541,400,-20,2643.236097
200,10,547,1,547,400,-20,2647.868497
200,10,557,1,557,400,-20,2655.477401
200,10,563,1,563,400,-20,2659.977444
200,10,569,1,569,400,-20,2664.429782
200,10,571,1,571,400,-20,2665.903468
200,10,577,1,577,400,-20,2670.293752
200,10,587,1,587,400,-20,2677.510424
200,10,593,1,593,400,-20,2681.781648
200,10,599,1,599,400,-20,2686.009871
200,10,601,1,601,400,-20,2687.409873
200,10,607,1,607,400,-20,2691.582092
200,10,613,1,613,400,-20,2695.713273
200,10,617,1,617,400,-20,2698.444990
200,10,619,1,619,400,-20,2699.804215
200,10,631,1,631,400,-20,2707.868462
200,10,641,1,641,400,-20,2714.472372
200,10,643,1,643,400,-20,2715.780784
200,10,647,1,647,400,-20,2718.385444
200,10,653,1,653,400,-20,2722.262394
200,10,659,1,659,400,-20,2726.103884
200,10,661,1,661,400,-20,2727.376613
200,10,673,1,673,400,-20,2734.933038
200,10,677,1,677,400,-20,2737.421935
200,10,683,1,683,400,-20,2741.127841
200,10,691,1,691,400,-20,2746.018726
200,10,701,1,701,400,-20,2752.053313
200,10,709,1,709,400,-20,2756.819321
200,10,719,1,719,400,-20,2762.701770
200,10,727,1,727,400,-20,2767.349121
200,10,733,1,733,400,-20,2770.801195
200,10,739,1,739,400,-20,2774.225127
200,10,743,1,743,400,-20,2776.492339
200,10,751,1,751,400,-20,2780.990374
200,10,757,1,757,400,-20,2784.332566
200,10,761,1,761,400,-20,2786.546010
200,10,769,1,769,400,-20,2790.938207
200,10,773,1,773,400,-20,2793.117200
200,10,787,1,787,400,-20,2800.655864
200,10,797,1,797,400,-20,2805.958965
200,10,809,1,809,400,-18,2798.843947
200,10,811,1,811,400,-16,2786.479511
200,10,821,1,821,400,-6,2724.472382
200,10,823,1,823,400,-4,2712.034305
200,10,827,1,827,400,0,2687.121878
200,10,829,1,829,398,0,2674.647622
200,10,839,1,839,388,0,2612.097754
200,10,853,1,853,374,0,2524.036071
200,10,857,1,857,370,0,2498.772030
200,10,859,1,859,368,0,2486.122963
200,10,863,1,863,364,0,2460.790948
200,10,877,1,877,350,0,2371.777447
200,10,881,1,881,346,0,2346.245939
200,10,883,1,883,344,0,2333.463869
200,10,887,1,887,340,0,2307.867294
200,10,907,1,907,320,0,2179.245584
200,10,911,1,911,316,0,2153.395556
200,10,919,1,919,308,0,2101.572126
200,10,929,1,929,298,0,2036.564404
200,10,937,1,937,290,0,1984.378152
200,10,941,1,941,286,0,1958.225738
200,10,947,1,947,280,0,1918.923746
200,10,953,1,953,274,0,1879.534484
200,10,967,1,967,260,0,1787.291609
200,10,971,1,971,256,0,1760.851576
200,10,977,1,977,250,0,1721.121663
200,10,983,1,983,244,0,1681.308625
200,10,991,1,991,236,0,1628.096630
200,10,997,1,997,230,0,1588.092677
200,10,1009,1,1009,218,0,1507.843874
200,10,1013,1,1013,214,0,1481.023702
200,10,1019,1,1019,208,0,1440.728023
200,10,1021,1,1021,206,0,1427.278791
200,10,1031,1,1031,196,0,1359.903759
200,10,1033,1,1033,194,0,1346.403159
200,10,1039,1,1039,188,0,1305.850630
200,10,1049,1,1049,178,0,1238.095484
200,10,1051,1,1051,176,0,1224.519537
200,10,1061,1,1061,166,0,1156.516545
200,10,1063,1,1063,164,0,1142.891462
200,10,1069,1,1069,158,0,1101.967668
200,10,1087,1,1087,140,0,978.764764
200,10,1091,1,1091,136,0,951.299598
200,10,1093,1,1093,134,0,937.555319
200,10,1097,1,1097,130,0,910.043480
200,10,1103,1,1103,124,0,868.717838
200,10,1109,1,1109,118,0,827.323251
200,10,1117,1,1117,110,0,772.024198
200,10,1123,1,1123,104,0,730.470931
200,10,1129,1,1129,98,0,688.850581
200,10,1151,1,1151,76,0,535.677367
200,10,1153,1,1153,74,0,521.709066
200,10,1163,1,1163,64,0,451.760522
200,10,1171,1,1171,56,0,395.674348
200,10,1181,1,1181,46,0,325.409374
200,10,1187,1,1187,40,0,283.167376
200,10,1193,1,1193,34,0,240.863698
200,10,1201,1,1201,26,0,184.363655
200,10,1213,1,1213,14,0,99.411927
200,10,1217,1,1217,10,0,71.041441
200,10,1223,1,1223,4,0,28.436249
400,20,3,1,3,113201,5197,118654.521625
400,20,3,2,9,38004,1700,39884.020528
400,20,3,3,27,12935,532,13626.088216
400,20,3,4,81,4575,145,4866.852439
400,20,3,5,243,1834,20,1992.882692
400,20,3,6,729,917,-20,1029.399714
400,20,3,7,2187,260,0,285.639195
400,20,5,1,5,68080,3098,104584.494426
400,20,5,2,25,13936,582,21492.433883
400,20,5,3,125,3113,80,4881.425188
400,20,5,4,625,1021,-20,1675.424867
400,20,7,1,7,48743,2198,90572.387888
400,20,7,2,49,7304,268,13691.423809
400,20,7,3,343,1349,0,2625.032791
400,20,7,4,2401,46,0,89.511867
400,20,11,1,11,31164,1381,71416.514910
400,20,11,2,121,3197,80,7474.239565
400,20,11,3,1331,800,-40,2014.232029
400,20,13,1,13,26431,1158,64823.965111
400,20,13,2,169,2402,40,6058.410382
400,20,13,3,2197,250,0,641.237339
400,20,17,1,17,20312,878,55060.668128
400,20,17,2,289,1579,0,4473.643870
400,20,19,1,19,18209,779,51321.571407
400,20,19,2,361,1285,0,3783.604088
400,20,23,1,23,15115,635,45401.956247
400,20,23,2,529,1057,-40,3439.637155
400,20,29,1,29,12070,491,38989.918415
400,20,29,2,841,800,-40,2828.528497
400,20,31,1,31,11313,454,37289.667054
400,20,31,2,961,800,-40,2884.549252
400,20,37,1,37,9545,370,33130.171849
400,20,37,2,1369,800,-40,3033.171047
400,20,41,1,41,8650,327,30908.060311
400,20,41,2,1681,766,0,2844.596203
400,20,43,1,43,8261,310,29905.302120
400,20,43,2,1849,598,0,2249.197669
400,20,47,1,47,7621,299,28190.780740
400,20,47,2,2209,238,0,916.335129
400,20,53,1,53,6804,258,25989.530866
400,20,59,1,59,6127,207,24139.021668
400,20,61,1,61,5971,220,23641.635593
400,20,67,1,67,5450,188,22125.092563
400,20,71,1,71,5176,173,21326.187425
400,20,73,1,73,5053,176,20924.570694
400,20,79,1,79,4675,146,19789.229324
400,20,83,1,83,4465,125,19177.768238
400,20,89,1,89,4224,139,18336.079570
400,20,97,1,97,3890,112,17283.258077
400,20,101,1,101,3748,108,16799.038681
400,20,103,1,103,3676,88,16629.407610
400,20,107,1,107,3546,80,16196.024740
400,20,109,1,109,3520,94,16072.557845
400,20,113,1,113,3420,100,15694.927558
400,20,127,1,127,3067,79,14474.431014
400,20,131,1,131,2973,80,14103.945856
400,20,137,1,137,2861,49,13834.986363
400,20,139,1,139,2819,43,13698.099638
400,20,149,1,149,2695,56,13205.414301
400,20,151,1,151,2673,60,13110.152214
400,20,157,1,157,2583,60,12756.908167
400,20,163,1,163,2464,38,12357.437987
400,20,167,1,167,2422,40,12191.061261
400,20,173,1,173,2362,40,11965.943082
400,20,179,1,179,2302,40,11733.866693
400,20,181,1,181,2282,40,11655.030344
400,20,191,1,191,2146,40,11061.287839
400,20,193,1,193,2134,40,11020.073256
400,20,197,1,197,2110,40,10936.231718
400,20,199,1,199,2098,40,10893.621329
400,20,211,1,211,1982,0,10607.382821
400,20,223,1,223,1868,0,10100.596869
400,20,227,1,227,1872,0,10155.506433
400,20,229,1,229,1874,0,10182.795035
400,20,233,1,233,1878,12,10171.637754
400,20,239,1,239,1858,20,10065.740008
400,20,241,1,241,1846,20,10015.239201
400,20,251,1,251,1786,20,9757.949891
400,20,257,1,257,1750,20,9599.901627
400,20,263,1,263,1714,20,9439.228931
400,20,269,1,269,1665,10,9259.247333
400,20,271,1,271,1641,1,9187.474866
400,20,277,1,277,1615,0,9082.788272
400,20,281,1,281,1603,0,9038.282535
400,20,283,1,283,1597,0,9015.778696
400,20,293,1,293,1567,0,8900.830478
400,20,307,1,307,1525,0,8733.442815
400,20,311,1,311,1513,0,8684.306676
400,20,313,1,313,1507,0,8659.528208
400,20,317,1,317,1495,0,8609.558152
400,20,331,1,331,1445,0,8384.061052
400,20,337,1,337,1397,0,8130.655854
400,20,347,1,347,1317,0,7703.560735
400,20,349,1,349,1301,0,7617.448571
400,20,353,1,353,1293,0,7585.343198
400,20,359,1,359,1287,0,7571.835914
400,20,367,1,367,1279,0,7552.957804
400,20,373,1,373,1273,0,7538.169328
400,20,379,1,379,1267,0,7522.858372
400,20,383,1,383,1263,0,7512.368191
400,20,389,1,389,1257,0,7496.219235
400,20,397,1,397,1249,0,7473.936415
400,20,401,1,401,1243,-3,7468.475938
400,20,409,1,409,1219,-27,7493.089084
400,20,419,1,419,1189,-39,7414.505490
400,20,421,1,421,1183,-40,7390.139956
400,20,431,1,431,1153,-40,7236.866951
400,20,433,1,433,1147,-40,7205.965683
400,20,439,1,439,1129,-40,7112.779814
400,20,443,1,443,1117,-40,7050.260224
400,20,449,1,449,1099,-40,6955.899069
400,20,457,1,457,1075,-40,6829.021981
400,20,461,1,461,1063,-40,6765.138041
400,20,463,1,463,1057,-40,6733.086578
400,20,467,1,467,1045,-40,6668.767245
400,20,479,1,479,1009,-40,6474.113927
400,20,487,1,487,985,-40,6342.970726
400,20,491,1,491,981,-40,6326.569454
400,20,499,1,499,997,-40,6442.472521
400,20,503,1,503,1005,-40,6500.516728
400,20,509,1,509,1017,-40,6587.697553
400,20,521,1,521,1041,-40,6762.465795
400,20,523,1,523,1045,-40,6791.645889
400,20,541,1,541,1081,-32,7004.575657
400,20,547,1,547,1093,-23,7035.764864
400,20,557,1,557,1089,-20,7011.724851
400,20,563,1,563,1083,-20,6985.607430
400,20,569,1,569,1077,-20,6959.236836
400,20,571,1,571,1075,-20,6950.391185
400,20,577,1,577,1069,-20,6923.690228
400,20,587,1,587,1059,-20,6878.651781
400,20,593,1,593,1053,-20,6851.313590
400,20,599,1,599,1047,-20,6823.744125
400,20,601,1,601,1045,-20,6814.503605
400,20,607,1,607,1039,-20,6786.631990
400,20,613,1,613,1033,-20,6758.538278
400,20,617,1,617,1029,-20,6739.687606
400,20,619,1,619,1027,-20,6730.226221
400,20,631,1,631,1015,-20,6672.961568
400,20,641,1,641,1005,-20,6624.605193
400,20,643,1,643,1003,-20,6614.866053
400,20,647,1,647,999,-20,6595.320874
400,20,653,1,653,993,-20,6565.837632
400,20,659,1,659,987,-20,6536.158599
400,20,661,1,661,985,-20,6526.222609
400,20,673,1,673,973,-20,6466.163112
400,20,677,1,677,969,-20,6445.976889
400,20,683,1,683,963,-20,6415.544447
400,20,691,1,691,955,-20,6374.686328
400,20,701,1,701,945,-20,6323.170111
400,20,709,1,709,937,-20,6281.609739
400,20,719,1,719,927,-20,6229.234706
400,20,727,1,727,919,-20,6187.001962
400,20,733,1,733,913,-20,6155.136940
400,20,739,1,739,907,-20,6123.111173
400,20,743,1,743,903,-20,6101.672449
400,20,751,1,751,895,-20,6058.586171
400,20,757,1,757,889,-20,6026.091197
400,20,761,1,761,885,-20,6004.343189
400,20,769,1,769,877,-20,5960.646600
400,20,773,1,773,873,-20,5938.699190
400,20,787,1,787,859,-20,5861.372630
400,20,797,1,797,849,-20,5805.662716
400,20,809,1,809,820,-33,5711.516476
400,20,811,1,811,814,-36,5693.527846
400,20,821,1,821,800,-42,5650.260458
400,20,823,1,823,800,-40,5638.883209
400,20,827,1,827,800,-40,5642.955944
400,20,829,1,829,800,-40,5644.984930
400,20,839,1,839,800,-40,5655.056993
400,20,853,1,853,800,-40,5668.958020
400,20,857,1,857,800,-40,5672.887852
400,20,859,1,859,800,-40,5674.845894
400,20,863,1,863,800,-40,5678.748341
400,20,877,1,877,800,-40,5692.265874
400,20,881,1,881,800,-40,5696.088406
400,20,883,1,883,800,-40,5697.993169
400,20,887,1,887,800,-40,5701.789785
400,20,907,1,907,800,-40,5720.519658
400,20,911,1,911,800,-40,5724.216034
400,20,919,1,919,800,-40,5731.560343
400,20,929,1,929,800,-40,5740.651341
400,20,937,1,937,800,-40,5747.853957
400,20,941,1,941,800,-40,5751.432237
400,20,947,1,947,800,-40,5756.771238
400,20,953,1,953,800,-40,5762.076519
400,20,967,1,967,800,-40,5774.326736
400,20,971,1,971,800,-40,5777.794233
400,20,977,1,977,800,-40,5782.968788
400,20,983,1,983,800,-40,5788.111661
400,20,991,1,991,800,-40,5794.920209
400,20,997,1,997,800,-40,5799.990647
400,20,1009,1,1009,800,-40,5810.040617
400,20,1013,1,1013,800,-40,5813.364064
400,20,1019,1,1019,800,-40,5818.324708
400,20,1021,1,1021,800,-40,5819.971767
400,20,1031,1,1031,800,-40,5828.158967
400,20,1033,1,1033,800,-40,5829.786874
400,20,1039,1,1039,800,-40,5834.651753
400,20,1049,1,1049,800,-40,5842.697791
400,20,1051,1,1051,800,-40,5844.297792
400,20,1061,1,1061,800,-40,5852.252396
400,20,1063,1,1063,800,-40,5853.834318
400,20,1069,1,1069,800,-40,5858.562285
400,20,1087,1,1087,800,-40,5872.588585
400,20,1091,1,1091,800,-40,5875.673988
400,20,1093,1,1093,800,-40,5877.212450
400,20,1097,1,1097,800,-40,5880.280947
400,20,1103,1,1103,800,-40,5884.862776
400,20,1109,1,1109,800,-40,5889.419749
400,20,1117,1,1117,800,-40,5895.457511
400,20,1123,1,1123,800,-40,5899.957522
400,20,1129,1,1129,800,-40,5904.433554
400,20,1151,1,1151,800,-40,5920.644583
400,20,1153,1,1153,800,-40,5922.102917
400,20,1163,1,1163,800,-40,5929.356848
400,20,1171,1,1171,800,-40,5935.115225
400,20,1181,1,1181,800,-40,5942.258126
400,20,1187,1,1187,800,-40,5946.514891
400,20,1193,1,1193,800,-40,5950.750195
400,20,1201,1,1201,800,-40,5956.364251
400,20,1213,1,1213,800,-40,5964.715604
400,20,1217,1,1217,800,-40,5967.481038
400,20,1223,1,1223,800,-40,5971.612194
400,20,1229,1,1229,800,-40,5975.723132
400,20,1231,1,1231,800,-40,5977.088986
400,20,1237,1,1237,800,-40,5981.173273
400,20,1249,1,1249,800,-40,5989.282749
400,20,1259,1,1259,800,-40,5995.981349
400,20,1277,1,1277,800,-40,6007.905839
400,20,1279,1,1279,800,-40,6009.220393
400,20,1283,1,1283,800,-40,6011.843346
400,20,1289,1,1289,800,-40,6015.762482
400,20,1291,1,1291,800,-40,6017.064808
400,20,1297,1,1297,800,-40,6020.959715
400,20,1301,1,1301,800,-40,6023.546322
400,20,1303,1,1303,800,-40,6024.836645
400,20,1307,1,1307,800,-40,6027.411359
400,20,1319,1,1319,800,-40,6035.088488
400,20,1321,1,1321,800,-40,6036.361216
400,20,1327,1,1327,800,-40,6040.167869
400,20,1361,1,1361,800,-40,6061.419002
400,20,1367,1,1367,800,-40,6065.114023
400,20,1373,1,1373,800,-40,6068.792861
400,20,1381,1,1381,800,-40,6073.673049
400,20,1399,1,1399,800,-40,6084.550899
400,20,1409,1,1409,800,-40,6090.533830
400,20,1423,1,1423,800,-40,6098.838982
400,20,1427,1,1427,800,-40,6101.196879
400,20,1429,1,1429,800,-40,6102.373349
400,20,1433,1,1433,800,-40,6104.721359
400,20,1439,1,1439,800,-40,6108.231114
400,20,1447,1,1447,800,-40,6112.888090
400,20,1451,1,1451,800,-40,6115.206932
400,20,1453,1,1453,800,-40,6116.363957
400,20,1459,1,1459,800,-40,6119.825501
400,20,1471,1,1471,800,-40,6126.706085
400,20,1481,1,1481,800,-40,6132.397164
400,20,1483,1,1483,800,-40,6133.530767
400,20,1487,1,1487,800,-40,6135.793395
400,20,1489,1,1489,800,-40,6136.922427
400,20,1493,1,1493,800,-40,6139.175950
400,20,1499,1,1499,800,-40,6142.544938
400,20,1511,1,1511,800,-40,6149.242648
400,20,1523,1,1523,800,-40,6155.887376
400,20,1531,1,1531,800,-40,6160.288172
400,20,1543,1,1543,800,-40,6166.846436
400,20,1549,1,1549,800,-40,6170.106466
400,20,1553,1,1553,800,-40,6172.272811
400,20,1559,1,1559,800,-40,6175.511890
400,20,1567,1,1567,800,-40,6179.811324
400,20,1571,1,1571,800,-40,6181.952816
400,20,1579,1,1579,800,-40,6186.219492
400,20,1583,1,1583,800,-40,6188.344730
400,20,1597,1,1597,800,-40,6195.741005
400,20,1601,1,1601,800,-40,6197.842319
400,20,1607,1,1607,800,-40,6200.984467
400,20,1609,1,1609,800,-38,6187.262507
400,20,1613,1,1613,800,-34,6159.799799
400,20,1619,1,1619,800,-28,6118.558954
400,20,1621,1,1621,800,-26,6104.799579
400,20,1627,1,1627,800,-20,6063.484348
400,20,1637,1,1637,800,-10,5994.502668
400,20,1657,1,1657,790,0,5856.083574
400,20,1663,1,1663,784,0,5814.440728
400,20,1667,1,1667,780,0,5786.649089
400,20,1669,1,1669,778,0,5772.744381
400,20,1693,1,1693,754,0,5605.430066
400,20,1697,1,1697,750,0,5577.462949
400,20,1699,1,1699,748,0,5563.470751
400,20,1709,1,1709,738,0,5493.423798
400,20,1721,1,1721,726,0,5409.179738
400,20,1723,1,1723,724,0,5395.119299
400,20,1733,1,1733,714,0,5324.733033
400,20,1741,1,1741,706,0,5268.323747
400,20,1747,1,1747,700,0,5225.958717
400,20,1753,1,1753,694,0,5183.544216
400,20,1759,1,1759,688,0,5141.080512
400,20,1777,1,1777,670,0,5013.396825
400,20,1783,1,1783,664,0,4970.738938
400,20,1787,1,1787,660,0,4942.273720
400,20,1789,1,1789,658,0,4928.033151
400,20,1801,1,1801,646,0,4842.478885
400,20,1811,1,1811,636,0,4771.039515
400,20,1823,1,1823,624,0,4685.140995
400,20,1831,1,1831,616,0,4627.772408
400,20,1847,1,1847,600,0,4512.790788
400,20,1861,1,1861,586,0,4411.917384
400,20,1867,1,1867,580,0,4368.611123
400,20,1871,1,1871,576,0,4339.715516
400,20,1873,1,1873,574,0,4325.260307
400,20,1877,1,1877,570,0,4296.335121
400,20,1879,1,1879,568,0,4281.865160
400,20,1889,1,1889,558,0,4209.442000
400,20,1901,1,1901,546,0,4122.373897
400,20,1907,1,1907,540,0,4078.774767
400,20,1913,1,1913,534,0,4035.132536
400,20,1931,1,1931,516,0,3903.949334
400,20,1933,1,1933,514,0,3889.349838
400,20,1949,1,1949,498,0,3772.385706
400,20,1951,1,1951,496,0,3757.744281
400,20,1973,1,1973,474,0,3596.385180
400,20,1979,1,1979,468,0,3552.282371
400,20,1987,1,1987,460,0,3493.415372
400,20,1993,1,1993,454,0,3449.217929
400,20,1997,1,1997,450,0,3419.730600
400,20,1999,1,1999,448,0,3404.980246
400,20,2003,1,2003,444,0,3375.466193
400,20,2011,1,2011,436,0,3316.384902
400,20,2017,1,2017,430,0,3272.027611
400,20,2027,1,2027,420,0,3198.011102
400,20,2029,1,2029,418,0,3183.194706
400,20,2039,1,2039,408,0,3109.047626
400,20,2053,1,2053,394,0,3005.060622
400,20,2063,1,2063,384,0,2930.655941
400,20,2069,1,2069,378,0,2885.962216
400,20,2081,1,2081,366,0,2796.461000
400,20,2083,1,2083,364,0,2781.529457
400,20,2087,1,2087,360,0,2751.653847
400,20,2089,1,2089,358,0,2736.709793
400,20,2099,1,2099,348,0,2661.927279
400,20,2111,1,2111,336,0,2572.052128
400,20,2113,1,2113,334,0,2557.058582
400,20,2129,1,2129,318,0,2436.963637
400,20,2131,1,2131,316,0,2421.933536
400,20,2137,1,2137,310,0,2376.819059
400,20,2141,1,2141,306,0,2346.722656
400,20,2143,1,2143,304,0,2331.668447
400,20,2153,1,2153,294,0,2256.337544
400,20,2161,1,2161,286,0,2196.001338
400,20,2179,1,2179,268,0,2060.014518
400,20,2203,1,2203,244,0,1878.208385
400,20,2207,1,2207,240,0,1847.853458
400,20,2213,1,2213,234,0,1802.292416
400,20,2221,1,2221,226,0,1741.491098
400,20,2237,1,2237,210,0,1619.707102
400,20,2239,1,2239,208,0,1604.467200
400,20,2243,1,2243,204,0,1573.976185
400,20,2251,1,2251,196,0,1512.949449
400,20,2267,1,2267,180,0,1390.718277
400,20,2269,1,2269,178,0,1375.422818
400,20,2273,1,2273,174,0,1344.820913
400,20,2281,1,2281,166,0,1283.573291
400,20,2287,1,2287,160,0,1237.599391
400,20,2293,1,2293,154,0,1191.592908
400,20,2297,1,2297,150,0,1160.903880
400,20,2309,1,2309,138,0,1068.750634
400,20,2311,1,2311,136,0,1053.379243
400,20,2333,1,2333,114,0,884.059771
400,20,2339,1,2339,108,0,837.807707
400,20,2341,1,2341,106,0,822.383348
400,20,2347,1,2347,100,0,776.089320
400,20,2351,1,2351,96,0,745.209221
400,20,2357,1,2357,90,0,698.863041
400,20,2371,1,2371,76,0,590.601099
400,20,2377,1,2377,70,0,544.151613
400,20,2381,1,2381,66,0,513.168206
400,20,2383,1,2383,64,0,497.671391
400,20,2389,1,2389,58,0,451.160549
400,20,2393,1,2393,54,0,420.136367
400,20,2399,1,2399,48,0,373.574749
400,20,2411,1,2411,36,0,280.360688
400,20,2417,1,2417,30,0,233.708471
400,20,2423,1,2423,24,0,187.026281
400,20,2437,1,2437,10,0,77.985231
400,20,2441,1,2441,6,0,46.800978
800,40,3,1,3,450399,20926,471824.315451
800,40,3,2,9,150665,6907,157934.305394
800,40,3,3,27,50750,2234,53300.273797
800,40,3,4,81,17450,667,18438.010041
800,40,3,5,243,6355,160,6805.903128
800,40,3,6,729,2557,0,2809.151622
800,40,3,7,2187,1600,-80,1845.668645
800,40,5,1,5,270560,12516,415305.796676
800,40,5,2,25,54752,2425,84217.057644
800,40,5,3,125,11578,403,17985.468671
800,40,5,4,625,3011,0,4846.017554
800,40,5,5,3125,1600,-80,2703.855693
800,40,7,1,7,193486,8911,359166.365762
800,40,7,2,49,28336,1189,52825.622816
800,40,7,3,343,4742,80,9071.833115
800,40,7,4,2401,1600,-80,3269.129050
800,40,11,1,11,123419,5633,282438.492602
800,40,11,2,121,11971,430,27674.109343
800,40,11,3,1331,1955,-40,4783.801069
800,40,13,1,13,104558,4753,255994.770621
800,40,13,2,169,8749,242,21820.024184
800,40,13,3,2197,1600,-80,4309.114921
800,40,17,1,17,80141,3610,216828.650434
800,40,17,2,289,5415,80,15115.193191
800,40,19,1,19,71790,3221,201897.236362
800,40,19,2,361,4562,80,13196.975505
800,40,23,1,23,59445,2642,178105.477947
800,40,23,2,529,3398,40,10528.989577
800,40,29,1,29,47314,2077,152326.361461
800,40,29,2,841,2363,-80,8226.303713
800,40,31,1,31,44306,1930,145518.641777
800,40,31,2,961,2003,-80,7152.995347
800,40,37,1,37,37262,1606,128750.889093
800,40,37,2,1369,1917,-40,7066.566355
800,40,41,1,41,33700,1438,119807.262016
800,40,41,2,1681,1600,-80,6238.801072
800,40,43,1,43,32171,1366,115863.769564
800,40,43,2,1849,1600,-80,6318.816194
800,40,47,1,47,29497,1243,108782.070339
800,40,47,2,2209,1600,-80,6468.247971
800,40,53,1,53,26245,1085,99892.544545
800,40,53,2,2809,1600,-80,6670.090415
800,40,59,1,59,23660,972,92511.169527
800,40,59,2,3481,1406,0,5733.017646
800,40,61,1,61,22907,931,90340.564039
800,40,61,2,3721,1166,0,4793.278926
800,40,67,1,67,20928,833,84493.298187
800,40,67,2,4489,398,0,1673.467663
