B,S,p,nu,Q,aQB,mAQ
1200,60,5557,1,5557,1770,0
1200,60,5563,1,5563,1764,0
1200,60,5569,1,5569,1758,0
1200,60,5573,1,5573,1754,0
1200,60,5581,1,5581,1746,0
1200,60,5591,1,5591,1736,0
1200,60,5623,1,5623,1704,0
1200,60,5639,1,5639,1688,0
1200,60,5641,1,5641,1686,0
1200,60,5647,1,5647,1680,0
1200,60,5651,1,5651,1676,0
1200,60,5653,1,5653,1674,0
1200,60,5657,1,5657,1670,0
1200,60,5659,1,5659,1668,0
1200,60,5669,1,5669,1658,0
1200,60,5683,1,5683,1644,0
1200,60,5689,1,5689,1638,0
1200,60,5693,1,5693,1634,0
1200,60,5701,1,5701,1626,0
1200,60,5711,1,5711,1616,0
1200,60,5717,1,5717,1610,0
1200,60,5737,1,5737,1590,0
1200,60,5741,1,5741,1586,0
1200,60,5743,1,5743,1584,0
1200,60,5749,1,5749,1578,0
1200,60,5779,1,5779,1548,0
1200,60,5783,1,5783,1544,0
1200,60,5791,1,5791,1536,0
1200,60,5801,1,5801,1526,0
1200,60,5807,1,5807,1520,0
1200,60,5813,1,5813,1514,0
1200,60,5821,1,5821,1506,0
1200,60,5827,1,5827,1500,0
1200,60,5839,1,5839,1488,0
1200,60,5843,1,5843,1484,0
1200,60,5849,1,5849,1478,0
1200,60,5851,1,5851,1476,0
1200,60,5857,1,5857,1470,0
1200,60,5861,1,5861,1466,0
1200,60,5867,1,5867,1460,0
1200,60,5869,1,5869,1458,0
1200,60,5879,1,5879,1448,0
1200,60,5881,1,5881,1446,0
1200,60,5897,1,5897,1430,0
1200,60,5903,1,5903,1424,0
1200,60,5923,1,5923,1404,0
1200,60,5927,1,5927,1400,0
1200,60,5939,1,5939,1388,0
1200,60,5953,1,5953,1374,0
1200,60,5981,1,5981,1346,0
1200,60,5987,1,5987,1340,0
1200,60,6007,1,6007,1320,0
1200,60,6011,1,6011,1316,0
1200,60,6029,1,6029,1298,0
1200,60,6037,1,6037,1290,0
1200,60,6043,1,6043,1284,0
1200,60,6047,1,6047,1280,0
1200,60,6053,1,6053,1274,0
1200,60,6067,1,6067,1260,0
1200,60,6073,1,6073,1254,0
1200,60,6079,1,6079,1248,0
1200,60,6089,1,6089,1238,0
1200,60,6091,1,6091,1236,0
1200,60,6101,1,6101,1226,0
1200,60,6113,1,6113,1214,0
1200,60,6121,1,6121,1206,0
1200,60,6131,1,6131,1196,0
1200,60,6133,1,6133,1194,0
1200,60,6143,1,6143,1184,0
1200,60,6151,1,6151,1176,0
1200,60,6163,1,6163,1164,0
1200,60,6173,1,6173,1154,0
1200,60,6197,1,6197,1130,0
1200,60,6199,1,6199,1128,0
1200,60,6203,1,6203,1124,0
1200,60,6211,1,6211,1116,0
1200,60,6217,1,6217,1110,0
1200,60,6221,1,6221,1106,0
1200,60,6229,1,6229,1098,0
1200,60,6247,1,6247,1080,0
1200,60,6257,1,6257,1070,0
1200,60,6263,1,6263,1064,0
1200,60,6269,1,6269,1058,0
1200,60,6271,1,6271,1056,0
1200,60,6277,1,6277,1050,0
1200,60,6287,1,6287,1040,0
1200,60,6299,1,6299,1028,0
1200,60,6301,1,6301,1026,0
1200,60,6311,1,6311,1016,0
1200,60,6317,1,6317,1010,0
1200,60,6323,1,6323,1004,0
1200,60,6329,1,6329,998,0
1200,60,6337,1,6337,990,0
1200,60,6343,1,6343,984,0
1200,60,6353,1,6353,974,0
1200,60,6359,1,6359,968,0
1200,60,6361,1,6361,966,0
1200,60,6367,1,6367,960,0
1200,60,6373,1,6373,954,0
1200,60,6379,1,6379,948,0
1200,60,6389,1,6389,938,0
1200,60,6397,1,6397,930,0
1200,60,6421,1,6421,906,0
1200,60,6427,1,6427,900,0
1200,60,6449,1,6449,878,0
1200,60,6451,1,6451,876,0
1200,60,6469,1,6469,858,0
1200,60,6473,1,6473,854,0
1200,60,6481,1,6481,846,0
1200,60,6491,1,6491,836,0
1200,60,6521,1,6521,806,0
1200,60,6529,1,6529,798,0
1200,60,6547,1,6547,780,0
1200,60,6551,1,6551,776,0
1200,60,6553,1,6553,774,0
1200,60,6563,1,6563,764,0
1200,60,6569,1,6569,758,0
1200,60,6571,1,6571,756,0
1200,60,6577,1,6577,750,0
1200,60,6581,1,6581,746,0
1200,60,6599,1,6599,728,0
1200,60,6607,1,6607,720,0
1200,60,6619,1,6619,708,0
1200,60,6637,1,6637,690,0
1200,60,6653,1,6653,674,0
1200,60,6659,1,6659,668,0
1200,60,6661,1,6661,666,0
1200,60,6673,1,6673,654,0
1200,60,6679,1,6679,648,0
1200,60,6689,1,6689,638,0
1200,60,6691,1,6691,636,0
1200,60,6701,1,6701,626,0
1200,60,6703,1,6703,624,0
1200,60,6709,1,6709,618,0
1200,60,6719,1,6719,608,0
1200,60,6733,1,6733,594,0
1200,60,6737,1,6737,590,0
1200,60,6761,1,6761,566,0
1200,60,6763,1,6763,564,0
1200,60,6779,1,6779,548,0
1200,60,6781,1,6781,546,0
1200,60,6791,1,6791,536,0
1200,60,6793,1,6793,534,0
1200,60,6803,1,6803,524,0
1200,60,6823,1,6823,504,0
1200,60,6827,1,6827,500,0
1200,60,6829,1,6829,498,0
1200,60,6833,1,6833,494,0
1200,60,6841,1,6841,486,0
1200,60,6857,1,6857,470,0
1200,60,6863,1,6863,464,0
1200,60,6869,1,6869,458,0
1200,60,6871,1,6871,456,0
1200,60,6883,1,6883,444,0
1200,60,6899,1,6899,428,0
1200,60,6907,1,6907,420,0
1200,60,6911,1,6911,416,0
1200,60,6917,1,6917,410,0
1200,60,6947,1,6947,380,0
1200,60,6949,1,6949,378,0
1200,60,6959,1,6959,368,0
1200,60,6961,1,6961,366,0
1200,60,6967,1,6967,360,0
1200,60,6971,1,6971,356,0
1200,60,6977,1,6977,350,0
1200,60,6983,1,6983,344,0
1200,60,6991,1,6991,336,0
1200,60,6997,1,6997,330,0
1200,60,7001,1,7001,326,0
1200,60,7013,1,7013,314,0
1200,60,7019,1,7019,308,0
1200,60,7027,1,7027,300,0
1200,60,7039,1,7039,288,0
1200,60,7043,1,7043,284,0
1200,60,7057,1,7057,270,0
1200,60,7069,1,7069,258,0
1200,60,7079,1,7079,248,0
1200,60,7103,1,7103,224,0
1200,60,7109,1,7109,218,0
1200,60,7121,1,7121,206,0
1200,60,7127,1,7127,200,0
1200,60,7129,1,7129,198,0
1200,60,7151,1,7151,176,0
1200,60,7159,1,7159,168,0
1200,60,7177,1,7177,150,0
1200,60,7187,1,7187,140,0
1200,60,7193,1,7193,134,0
1200,60,7207,1,7207,120,0
1200,60,7211,1,7211,116,0
1200,60,7213,1,7213,114,0
1200,60,7219,1,7219,108,0
1200,60,7229,1,7229,98,0
1200,60,7237,1,7237,90,0
1200,60,7243,1,7243,84,0
1200,60,7247,1,7247,80,0
1200,60,7253,1,7253,74,0
1200,60,7283,1,7283,44,0
1200,60,7297,1,7297,30,0
1200,60,7307,1,7307,20,0
1200,60,7309,1,7309,18,0
1200,60,7321,1,7321,6,0
